Time (min), Depth (µm), Load (N), Position (µm), Acoustic (aJ)
9.7E-06, 238.483881248679, 0.000393337736068806, 0,284.157775878906
0.000666773333333333, 238.484194806361, 0.000218140536017384, 0.00250000000000012,279.860260009766
0.00133312, 238.48385575826, 0.000385644622465489, 0.01625,282.001251220703
0.00199995333333333, 238.483944926651, 8.30303224325045E-05, 0.0325,282.001251220703
0.00266649666666667, 238.483783051368, -5.79775949261817E-05, 0.04875,283.913665771484
0.003333245, 238.48425695152, -0.000419790921423897, 0.0612500000000001,286.361602783203
0.00399972333333333, 238.485137115595, -0.000322394813538286, 0.0762500000000002,290.864715576172
0.00466656833333333, 238.486525732414, -0.00061522660489164, 0.0887500000000001,294.861663818359
0.005333235, 238.488636300909, -0.000411580333816439, 0.1025,294.861663818359
0.00595730833333333, 238.492037221342, -0.000291598360398326, 0.115,356.930938720703
0.00662362833333333, 238.495984796358, -7.14469183841337E-05, 0.12875,297.459350585938
0.00729155, 238.501124888769, -3.95510204865528E-05, 0.14125,299.711578369141
0.00805545666666667, 238.50710744013, -7.30714006365375E-06, 0.1575,299.711578369141
0.008725395, 238.51765548087, -0.000471274335440515, 0.16875,303.979431152344
0.00939162666666667, 238.524557424925, -0.000793117669596396, 0.18375,306.873382568359
0.0100582816666667, 238.532413372054, -0.000941679207525134, 0.19625,293.566131591797
0.0107250716666667, 238.539907781641, -0.00108066822625446, 0.21125,286.07177734375
0.0115573683333333, 238.548028619172, -0.00106718090372492, 0.22625,293.382202148438
0.012224365, 238.556244702681, -0.00120932426400566, 0.24,297.0986328125
0.0128916616666667, 238.565423415076, -0.000778661395753575, 0.25375,297.0986328125
0.0135587083333333, 238.574492757777, -0.000421602830400589, 0.2675,291.430358886719
0.0142242816666667, 238.584402221012, -0.000131101921952471, 0.27875,283.182250976563
0.0148903216666667, 238.594816052025, 0.000281557350605461, 0.29375,282.265228271484
0.01555765, 238.605778090127, 0.000413429226851101, 0.30625,291.763519287109
0.016223645, 238.617113992436, 0.000340234403356604, 0.32,291.763519287109
0.0168916216666667, 238.628705546085, 0.000214915697976519, 0.3325,297.103485107422
0.0175583016666667, 238.646260964344, 0.000473226723259002, 0.35,289.526000976563
0.0183917583333333, 238.657920708655, 1.71836298010515E-05, 0.3625,287.335205078125
0.0190584166666667, 238.67002057511, -0.000368605992427289, 0.37625,285.327026367188
0.0197250616666667, 238.681336344643, -0.00049757551446378, 0.39,285.204681396484
0.0203917833333333, 238.69280173837, -0.000559568900601879, 0.40375,285.204681396484
0.021058805, 238.704440637416, -0.00100114072093047, 0.4175,282.83056640625
0.0217250633333333, 238.715843976643, -0.000699786357608761, 0.43,283.202484130859
0.02239024, 238.727661469402, -0.000704727109443256, 0.4425,343.258148193359
0.023057045, 238.739338686053, -0.000657110501133351, 0.45625,281.599975585938
0.02372363, 238.750963191507, -0.000385612138223238, 0.47,281.599975585938
0.0243903133333333, 238.763322717681, -0.000206497134950375, 0.48375,278.577392578125
0.025057545, 238.775789533372, -0.000243696766473056, 0.4975,282.485321044922
0.0257251183333333, 238.788234196674, -0.000117145123020952, 0.51,279.635498046875
0.0263924983333333, 238.800717797429, 6.94725033497438E-05, 0.5225,288.444030761719
0.0270584966666667, 238.813576339135, -0.00041008040920064, 0.53625,288.444030761719
0.0277252216666667, 238.825926011134, -0.000516948541329389, 0.55125,279.657623291016
0.0283920116666667, 238.838118003206, -0.000602478745241688, 0.56375,280.589416503906
0.029058415, 238.850777294953, -0.00105668593086873, 0.5775,285.660339355469
0.0297250816666667, 238.863471549828, -0.00124141365219376, 0.59125,285.354095458984
0.030391735, 238.876134604117, -0.00103437305159888, 0.60375,285.354095458984
0.0310574933333333, 238.888927701792, -0.00104589097302562, 0.6175,280.700775146484
0.0317239583333333, 238.901968690733, -0.00106130869858096, 0.63125,284.02783203125
0.0323908566666667, 238.914684527371, -0.000654383638036876, 0.64375,284.157684326172
0.033058365, 238.927665921027, -0.000626044061537042, 0.6575,282.814422607422
0.0337251383333333, 238.939969747995, -0.000474343181343441, 0.67125,282.814422607422
0.034391695, 238.952178684881, -1.8837060970636E-05, 0.685,283.428497314453
0.0350575, 238.964720788268, 1.20868857648551E-05, 0.6975,281.218994140625
0.0357235266666667, 238.977521646325, -1.64536806900315E-05, 0.71,285.580352783203
0.03639014, 238.989831591624, -0.000148906027743494, 0.72375,281.028869628906
0.0370583516666667, 239.00266126851, -0.000571770787662774, 0.7375,281.028869628906
0.037725075, 239.015702940437, -0.000963714600737878, 0.75125,283.407348632813
0.0383917833333333, 239.028209910771, -0.00119373554704709, 0.76375,344.500762939453
0.039057275, 239.040803317842, -0.00151258953133592, 0.7775,289.06298828125
0.0397235683333333, 239.053669575481, -0.00137679685206255, 0.79,284.542724609375
0.0403912433333333, 239.066172099743, -0.00113418853803579, 0.80375,284.542724609375
0.0410588633333333, 239.078777245561, -0.00130042368820494, 0.8175,282.552307128906
0.0417236433333333, 239.091393332098, -0.00104284012634305, 0.82875,288.629638671875
0.0425572566666667, 239.103526244352, -0.00062732799708128, 0.84625,289.089691162109
0.043224955, 239.115883312398, -0.00061991086961067, 0.85875,289.665649414063
0.0438916383333333, 239.128212748923, -0.000578824933279017, 0.87375,287.310638427734
0.0445572783333333, 239.140987855809, -0.000555255117189199, 0.8875,287.310638427734
0.0452235816666667, 239.153505361773, -0.000650642825958782, 0.9,286.520324707031
0.0458914166666667, 239.16611660137, -0.000720893297318331, 0.91375,292.753356933594
0.0465575566666667, 239.17933415997, -0.000695912052088744, 0.92625,290.331024169922
