Time (min), Depth (µm), Load (N), Position (µm), Acoustic (aJ)
8.16666666666667E-06, 227.011977415947, -0.000642349235428384, 0,101.686164855957
0.000662383333333333, 227.012016282532, -0.000709935840643919, 0.00125,109.535942077637
0.00132861666666667, 227.010785538047, -0.000847736919054579, 0.00625,109.535942077637
0.00199526, 227.009589833675, -0.000989221812394756, 0.0125,108.149314880371
0.00266210666666667, 227.007339668217, -0.00061588906450339, 0.0225,126.183319091797
0.00332858833333333, 227.006719783812, -0.000374419193289989, 0.03125,108.915512084961
0.00399526333333333, 227.006451479298, -0.00054041285558771, 0.0375,107.848220825195
0.00466204833333333, 227.009041538327, -0.000559122915824571, 0.04375,107.848220825195
0.00532878166666667, 227.012751942122, -0.000693819150189135, 0.05125,114.289772033691
0.00599549, 227.018611605171, -0.00108708589680045, 0.0575,113.796546936035
0.00666209333333333, 227.023154429032, -0.00102739189515512, 0.065,111.611145019531
0.00749563666666667, 227.027975061327, -0.00081307216021974, 0.07375,108.612762451172
0.00816191166666667, 227.032163741131, -0.000813454641006333, 0.07875,106.56616973877
0.00882855333333333, 227.03624327846, -0.000632818714133518, 0.08625,106.56616973877
0.00949546833333333, 227.040330273087, -0.000488891943439756, 0.0925,110.702812194824
0.0101618966666667, 227.046126347932, -0.000597952965449896, 0.1,108.830078125
0.01082856, 227.051587853772, -0.000737148973768127, 0.10625,111.887649536133
0.01149525, 227.057321066256, -0.00076040230576635, 0.11125,110.896507263184
0.01216188, 227.0633243752, -0.000646216041262622, 0.11875,110.896507263184
0.0128285783333333, 227.068723714678, -0.000335578644257603, 0.12625,115.603004455566
0.0134960016666667, 227.074409524361, -0.000320637894683752, 0.1325,105.40795135498
0.014162395, 227.07961759295, -0.000315781138615839, 0.14,111.373313903809
0.0148289416666667, 227.084927807151, -4.61336827381572E-05, 0.14625,109.551681518555
0.0154953566666667, 227.090701237843, 6.27833464867623E-05, 0.1525,109.551681518555
0.01616199, 227.096302005065, 8.23018661045039E-05, 0.15875,105.889007568359
0.0168289666666667, 227.10189997908, 0.000182555330488419, 0.16625,112.169418334961
0.0174954083333333, 227.107939933367, 0.000431953803457703, 0.1725,114.165267944336
0.0181623683333333, 227.114127176821, 0.000104962727899677, 0.17875,114.56844329834
0.018828695, 227.120144650223, 0.000134982220071225, 0.185,114.56844329834
0.0194954516666667, 227.12599240891, -0.000321648843837818, 0.19125,131.012435913086
0.0201620016666667, 227.131688727452, -0.00040886646300134, 0.19875,104.077117919922
0.0209957933333333, 227.140416923318, -0.000510883838802298, 0.2075,110.839309692383
0.0216626033333333, 227.146141464974, -0.000319812936091927, 0.21375,107.688743591309
0.0223286566666667, 227.151709013141, -0.000489610407356441, 0.22,110.396606445313
0.0229971716666667, 227.157066135455, -0.00014834754867845, 0.22625,110.396606445313
0.0236623033333333, 227.162616840325, -0.000650703815842317, 0.2325,109.851089477539
0.0243287916666667, 227.168110827795, -0.000502713749196236, 0.24,111.922233581543
0.0249953716666667, 227.173355556959, -0.00069878540075974, 0.24625,110.017036437988
0.0256619916666667, 227.178637784477, -0.00053196677984894, 0.2525,109.303588867188
0.0263287366666667, 227.184373123386, -0.000583054213780591, 0.25875,109.303588867188
0.0269953383333333, 227.189223707248, -0.000396259596245294, 0.26625,107.016052246094
0.0276625733333333, 227.194127503567, -0.000476174082235361, 0.2725,114.159332275391
0.0283286383333333, 227.199545871219, -0.000327341057947124, 0.27875,107.625396728516
0.028995465, 227.204501294221, -0.000231075893274111, 0.28625,109.145065307617
0.02966202, 227.20893472923, -0.000268179529571221, 0.2925,109.145065307617
0.0303286516666667, 227.214562175612, -0.000379938916029158, 0.29875,107.318000793457
0.03099555, 227.219805004174, -0.000637331987491831, 0.30625,107.626487731934
0.03166206, 227.224754719347, -0.000752736190844799, 0.3125,110.603500366211
0.0323300683333333, 227.229537915239, -0.000983187615500253, 0.3175,107.414916992188
0.0329953733333333, 227.234836986718, -0.00114086119570908, 0.325,107.414916992188
0.03366209, 227.239460070867, -0.000984999524455691, 0.33125,103.993087768555
0.03432878, 227.243575937701, -0.000314920181859591, 0.3375,109.338562011719
0.0349953583333333, 227.248250571183, -9.60451748749474E-07, 0.345,108.86646270752
